"temp.Name","coords.x1","coords.x2","coords.x3"
"kamakou_7A",-156.896242965013,21.1073420103639,1227.404053
"kamakou_41A",-156.900974968448,21.1071600392461,1208.665161
"kamakou_39A",-156.894502965733,21.107669994235,1253.584351
"kamakou_17A",-156.89343502745,21.1099509615451,0
"kamakou_15A",-156.890614014119,21.1107810214162,1151.042969
"kamakou_9A",-156.895493958145,21.10920002684,0
